City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
313,harper,4.375,-7.7169,79.52000000000007,88,12,2.16,LR,1676940284
314,kirakira,-10.4544,161.9205,81.28399999999999,81,100,4.04,SB,1676940284
315,berlevag,70.8578,29.0864,13.946000000000048,73,54,5.66,NO,1676940284
316,katsuura,35.1333,140.3,41.68399999999999,42,74,8.99,JP,1676940154
317,jalu,29.0331,21.5482,52.17800000000007,76,0,3.61,LY,1676940285
318,tabuk,17.4189,121.4443,68.684,91,100,4.18,PH,1676940036
319,takoradi,4.8845,-1.7554,78.81800000000008,90,38,1.79,GH,1676940270
320,kavaratti,10.5669,72.642,79.934,73,5,4.07,IN,1676940285
321,varvoru,44.2333,23.6333,42.56600000000001,71,100,6.9,RO,1676940286
322,namibe,-15.1961,12.1522,69.17000000000006,66,10,3.76,AO,1676940286
323,rawson,-43.3002,-65.1023,65.71400000000003,56,7,6.6,AR,1676940286
324,bathsheba,13.2167,-59.5167,77.61200000000005,65,40,7.2,BB,1676940173
325,aras,42.5617,-2.356,53.76200000000006,62,0,2.06,ES,1676940286
326,norman wells,65.282,-126.8329,-7.563999999999979,64,75,3.6,CA,1676940146
327,port arthur,38.8,121.2667,26.81600000000001,42,4,5.16,CN,1676940254
328,eitorf,50.7667,7.45,47.39000000000002,93,100,3.0,DE,1676940287
329,sakaiminato,35.55,133.2333,37.32800000000007,80,75,4.12,JP,1676940287
330,micheweni,-4.9667,39.8333,79.23200000000001,74,100,4.1,TZ,1676940288
331,cabo san lucas,22.8909,-109.9124,74.516,73,20,4.12,MX,1676940288
